COLLEGE ID,COLLEGE NAME,CAMPUS ID,CAMPUS,CITY/TOWN,POSTAL CODE,PROGRAM NAME,PROGRAM TYPE,PROGRAM CATEGORY,AUDIT,"GRADUATION RATE
(%)","GRADUATE EMPLOYMENT RATE
(%)","GRADUATE EMPLOYMENT RATE IN THE FIELD OF STUDY
(%)","GRADUATE SATISFACTION RATE
(% Satisfied)","EMPLOYER SATISFACTION RATE
(% Satisfied)","OSAP DEFAULT RATE
(%)"
285525,UV DABAS EDUCATION INC.,172516,"SPRINGFIELD COLLEGE OF HEALTHCARE, MANAGEMENT & TECHNOLOGY, BRAMPTON",BRAMPTON,L6W 3T7,DIPLOMA IN MEDICAL OFFICE ADMINISTRATION,Health Services,Medical Office Administration/Management,Y,100.0%,ND,ND,ND,ND,ND
285525,UV DABAS EDUCATION INC.,172516,"SPRINGFIELD COLLEGE OF HEALTHCARE, MANAGEMENT & TECHNOLOGY, BRAMPTON",BRAMPTON,L6W 3T7,DIPLOMA IN MEDICAL OFFICE ASSISTANT,Health Services,Office/Clerical/Administration - Dental/Medical,Y,SS,ND,ND,ND,ND,ND
285764,PROFESSIONAL DRIVING INSTRUCTORS OF ONTARIO INC,+,+,,,+,,,Y,84.6%,81.1%,59.0%,85.3%,100.0%,ND
285764,PROFESSIONAL DRIVING INSTRUCTORS OF ONTARIO INC,172775,"PROFESSIONAL DRIVING INSTRUCTORS OF ONTARIO INC, BRAMPTON-UNIT 4",BRAMPTON,L7A 1B5,+,,,Y,84.6%,81.1%,59.0%,85.3%,100.0%,ND
285764,PROFESSIONAL DRIVING INSTRUCTORS OF ONTARIO INC,172775,"PROFESSIONAL DRIVING INSTRUCTORS OF ONTARIO INC, BRAMPTON-UNIT 4",BRAMPTON,L7A 1B5,BASIC CLASSROOM DRIVING INSTRUCTOR,Human Services,Educator,Y,54.5%,75.0%,75.0%,75.0%,ND,ND
285764,PROFESSIONAL DRIVING INSTRUCTORS OF ONTARIO INC,172775,"PROFESSIONAL DRIVING INSTRUCTORS OF ONTARIO INC, BRAMPTON-UNIT 4",BRAMPTON,L7A 1B5,DRIVING INSTRUCTOR,Human Services,Educator,Y,85.3%,81.3%,58.7%,85.5%,100.0%,ND
286724,2100682 ONTARIO INC.,+,+,,,+,,,Y,72.4%,79.3%,52.2%,75.8%,100.0%,ND
286724,2100682 ONTARIO INC.,173755,"YOUNG CANADIAN DRIVING ACADEMY, MISSISSAUGA",MISSISSAUGA,L4T 0A5,+,,,Y,72.4%,79.3%,52.2%,75.8%,100.0%,ND
286724,2100682 ONTARIO INC.,173755,"YOUNG CANADIAN DRIVING ACADEMY, MISSISSAUGA",MISSISSAUGA,L4T 0A5,AZ TRACTOR-TRAILER (MELT),Tractor-Trailer / Driver Licensing,AZ Class Truck Driver,Y,72.4%,79.3%,52.2%,75.8%,100.0%,ND
287064,NAGAR TRANSPORT LTD.,+,+,,,+,,,Y,100.0%,82.7%,68.0%,88.3%,50.0%,ND
287064,NAGAR TRANSPORT LTD.,174115,"JC TRUCK DRIVING SCHOOL, BRAMPTON",BRAMPTON,L6T 1A2,+,,,Y,100.0%,83.3%,66.7%,90.7%,100.0%,ND
287064,NAGAR TRANSPORT LTD.,174115,"JC TRUCK DRIVING SCHOOL, BRAMPTON",BRAMPTON,L6T 1A2,AZ TRACTOR-TRAILER (MELT),Tractor-Trailer / Driver Licensing,AZ Class Truck Driver,Y,100.0%,83.3%,66.7%,90.7%,100.0%,ND
287064,NAGAR TRANSPORT LTD.,204737,"JC TRUCK DRIVING SCHOOL, CAMBRIDGE",CAMBRIDGE,N3H 4R7,+,,,Y,100.0%,81.8%,69.7%,85.3%,0.0%,ND
287064,NAGAR TRANSPORT LTD.,204737,"JC TRUCK DRIVING SCHOOL, CAMBRIDGE",CAMBRIDGE,N3H 4R7,AZ TRACTOR-TRAILER (MELT),Tractor-Trailer / Driver Licensing,AZ Class Truck Driver,Y,100.0%,81.8%,69.7%,85.3%,0.0%,ND
287144,TRANS CANADA TRUCK DRIVING SCHOOL INC.,+,+,,,+,,,Y,99.0%,85.4%,64.6%,94.2%,100.0%,ND
287144,TRANS CANADA TRUCK DRIVING SCHOOL INC.,174195,"TRANS CANADA TRUCK DRIVING SCHOOL INC., MISSISSAUGA",MISSISSAUGA,L5T 2S8,+,,,Y,99.0%,85.4%,64.6%,94.2%,100.0%,ND
287144,TRANS CANADA TRUCK DRIVING SCHOOL INC.,174195,"TRANS CANADA TRUCK DRIVING SCHOOL INC., MISSISSAUGA",MISSISSAUGA,L5T 2S8,TRACTOR-TRAILER (AZ),Tractor-Trailer / Driver Licensing,AZ Class Truck Driver,Y,99.0%,85.4%,64.6%,94.2%,100.0%,ND
287924,PERFECT LOGISTICS INC.,+,+,,,+,,,Y,100.0%,76.1%,64.1%,90.8%,100.0%,ND
287924,PERFECT LOGISTICS INC.,174995,"PERFECT LOGISTICS INC./PERFECT TRUCK TRAINING CENTRE, CMPS-174995",CALEDON,L7C 2W1,+,,,Y,100.0%,76.1%,64.1%,90.8%,100.0%,ND
287924,PERFECT LOGISTICS INC.,174995,"PERFECT LOGISTICS INC./PERFECT TRUCK TRAINING CENTRE, CMPS-174995",CALEDON,L7C 2W1,COMMERCIAL TRUCK DRIVER TRAINING STANDARD (CLASS A),Tractor-Trailer / Driver Licensing,A Class Truck Driver,Y,100.0%,76.1%,64.1%,90.8%,100.0%,ND
288145,EIKONIC ACADEMY OF BARBERING AND BEAUTY INC.,+,+,,,+,,,Y,33.3%,92.9%,85.7%,42.9%,ND,ND
288145,EIKONIC ACADEMY OF BARBERING AND BEAUTY INC.,175216,"EIKONIC ACADEMY OF BARBERING AND BEAUTY, MISSISSAUGA",MISSISSAUGA,L5C 3G1,+,,,Y,33.3%,92.9%,85.7%,42.9%,ND,ND
288145,EIKONIC ACADEMY OF BARBERING AND BEAUTY INC.,175216,"EIKONIC ACADEMY OF BARBERING AND BEAUTY, MISSISSAUGA",MISSISSAUGA,L5C 3G1,THE EIKONIC HAIR PROGRAM (FULL-TIME),Service Trade,Hairstylist,Y,36.8%,92.9%,85.7%,42.9%,ND,ND
288145,EIKONIC ACADEMY OF BARBERING AND BEAUTY INC.,175216,"EIKONIC ACADEMY OF BARBERING AND BEAUTY, MISSISSAUGA",MISSISSAUGA,L5C 3G1,THE EIKONIC HAIR PROGRAM (PART-TIME),Service Trade,Hairstylist,Y,25.0%,ND,ND,ND,ND,ND
288447,NATIVE EDUCATION AND TRAINING COLLEGE,+,+,,,+,,,Y,36.1%,100.0%,97.7%,93.0%,100.0%,ND
288447,NATIVE EDUCATION AND TRAINING COLLEGE,175518,"NATIVE EDUCATION & TRAINING COLLEGE OF BUSINESS, HEALTHCARE, HUMAN SERVICE & TECHNOLOGY (NETC), NORTH BAY",NORTH BAY,P1B 2Y5,+,,,Y,36.1%,100.0%,97.7%,93.0%,100.0%,ND
288447,NATIVE EDUCATION AND TRAINING COLLEGE,175518,"NATIVE EDUCATION & TRAINING COLLEGE OF BUSINESS, HEALTHCARE, HUMAN SERVICE & TECHNOLOGY (NETC), NORTH BAY",NORTH BAY,P1B 2Y5,BUSINESS ADMINISTRATION DISTANCE EDUCATION,Business,Business Administration,Y,SS,ND,ND,ND,ND,ND
288447,NATIVE EDUCATION AND TRAINING COLLEGE,175518,"NATIVE EDUCATION & TRAINING COLLEGE OF BUSINESS, HEALTHCARE, HUMAN SERVICE & TECHNOLOGY (NETC), NORTH BAY",NORTH BAY,P1B 2Y5,BUSINESS MANAGEMENT DISTANCE EDUCATION,Business,Business Management,Y,SS,ND,ND,ND,ND,ND
288447,NATIVE EDUCATION AND TRAINING COLLEGE,175518,"NATIVE EDUCATION & TRAINING COLLEGE OF BUSINESS, HEALTHCARE, HUMAN SERVICE & TECHNOLOGY (NETC), NORTH BAY",NORTH BAY,P1B 2Y5,BUSINESS MANAGEMENT,Business,Business Management,Y,SS,ND,ND,ND,ND,ND
288447,NATIVE EDUCATION AND TRAINING COLLEGE,175518,"NATIVE EDUCATION & TRAINING COLLEGE OF BUSINESS, HEALTHCARE, HUMAN SERVICE & TECHNOLOGY (NETC), NORTH BAY",NORTH BAY,P1B 2Y5,COMMUNITY SERVICE WORKER GERONTOLOGY - DISTANCE EDUCATION,Community and Social Services,Community Services Worker,Y,ND,SS,SS,SS,ND,ND
288447,NATIVE EDUCATION AND TRAINING COLLEGE,175518,"NATIVE EDUCATION & TRAINING COLLEGE OF BUSINESS, HEALTHCARE, HUMAN SERVICE & TECHNOLOGY (NETC), NORTH BAY",NORTH BAY,P1B 2Y5,DEVELOPMENTAL SERVICES WORKER DISTANCE EDUCATION,Community and Social Services,Community Services Worker,Y,ND,100.0%,100.0%,71.4%,100.0%,ND
288447,NATIVE EDUCATION AND TRAINING COLLEGE,175518,"NATIVE EDUCATION & TRAINING COLLEGE OF BUSINESS, HEALTHCARE, HUMAN SERVICE & TECHNOLOGY (NETC), NORTH BAY",NORTH BAY,P1B 2Y5,MENTAL HEALTH AND ADDICTIONS,Health Services,Addiction Prevention and Treatment,Y,ND,SS,SS,SS,ND,ND
288447,NATIVE EDUCATION AND TRAINING COLLEGE,175518,"NATIVE EDUCATION & TRAINING COLLEGE OF BUSINESS, HEALTHCARE, HUMAN SERVICE & TECHNOLOGY (NETC), NORTH BAY",NORTH BAY,P1B 2Y5,PERSONAL SUPPORT WORKER DISTANCE EDUCATION,Health Services,Personal Support Worker/Personal Attendant,Y,38.2%,100.0%,97.1%,97.1%,100.0%,ND
288924,PHS TRUCK & TRAINING SERVICES LTD.,+,+,,,+,,,Y,98.5%,77.5%,58.4%,93.5%,100.0%,ND
288924,PHS TRUCK & TRAINING SERVICES LTD.,176015,"PHS TRUCK & TRAINING SERVICES LTD., MISSISSAUGA",MISSISSAUGA,L4T 1G2,+,,,Y,98.5%,77.5%,58.4%,93.5%,100.0%,ND
288924,PHS TRUCK & TRAINING SERVICES LTD.,176015,"PHS TRUCK & TRAINING SERVICES LTD., MISSISSAUGA",MISSISSAUGA,L4T 1G2,TRACTOR-TRAILER CLASS A TRAINING PROGRAM,Tractor-Trailer / Driver Licensing,A Class Truck Driver,Y,98.5%,77.5%,58.4%,93.5%,100.0%,ND
288945,GREAT CANADA DRIVING SCHOOL INC.,+,+,,,+,,,Y,52.9%,87.5%,75.0%,87.5%,100.0%,ND
288945,GREAT CANADA DRIVING SCHOOL INC.,176036,"GREAT CANADA DRIVING SCHOOL INC., CONCORD",CONCORD,L4K 2L7,+,,,Y,52.9%,87.5%,75.0%,87.5%,100.0%,ND
288945,GREAT CANADA DRIVING SCHOOL INC.,176036,"GREAT CANADA DRIVING SCHOOL INC., CONCORD",CONCORD,L4K 2L7,MANDATORY ENTRY LEVEL TRANING FOR AZ DRIVERS,Tractor-Trailer / Driver Licensing,AZ Class Truck Driver,Y,52.9%,87.5%,75.0%,87.5%,100.0%,ND
289224,2358682 ONTARIO INC.,+,+,,,+,,,Y,86.2%,90.0%,30.0%,54.5%,100.0%,ND
289224,2358682 ONTARIO INC.,176315,"GG TRUCK DRIVING SCHOOL, ETOBICOKE",ETOBICOKE,M9V 1B8,+,,,Y,86.2%,90.0%,30.0%,54.5%,100.0%,ND
289224,2358682 ONTARIO INC.,176315,"GG TRUCK DRIVING SCHOOL, ETOBICOKE",ETOBICOKE,M9V 1B8,AZ TRACTOR-TRAILER (MELT),Tractor-Trailer / Driver Licensing,AZ Class Truck Driver,Y,86.2%,90.0%,30.0%,54.5%,100.0%,ND
289664,METRO TRUCK DRIVING SCHOOL CORPORATION,+,+,,,+,,,Y,93.0%,74.2%,50.0%,69.0%,66.7%,ND
289664,METRO TRUCK DRIVING SCHOOL CORPORATION,176755,"METRO TRUCK DRIVING SCHOOL, MISSISSAUGA",MISSISSAUGA,L5T 1Y7,+,,,Y,93.0%,74.2%,50.0%,69.0%,66.7%,ND
289664,METRO TRUCK DRIVING SCHOOL CORPORATION,176755,"METRO TRUCK DRIVING SCHOOL, MISSISSAUGA",MISSISSAUGA,L5T 1Y7,TRACTOR-TRAILER MELT,Tractor-Trailer / Driver Licensing,A Class Truck Driver,Y,93.0%,74.2%,50.0%,69.0%,66.7%,ND
291744,1604240 ONTARIO INC.,+,+,,,+,,,Y,100.0%,88.6%,58.6%,89.0%,100.0%,ND
291744,1604240 ONTARIO INC.,178855,"MOGA TRUCK DRIVING SCHOOL, MISSISSAUGA",MISSISSAUGA,L5S 1N6,+,,,Y,100.0%,88.6%,58.6%,89.0%,100.0%,ND
291744,1604240 ONTARIO INC.,178855,"MOGA TRUCK DRIVING SCHOOL, MISSISSAUGA",MISSISSAUGA,L5S 1N6,TRACTOR-TRAILER (AZ),Tractor-Trailer / Driver Licensing,AZ Class Truck Driver,Y,100.0%,88.6%,58.6%,89.0%,100.0%,ND
291784,OPTIONTRAIN INC.,+,+,,,+,,,Y,SS,ND,ND,ND,ND,ND
291784,OPTIONTRAIN INC.,178895,"OPTIONTRAIN COLLEGE OF MANAGEMENT AND TECHNOLOGY, TORONTO",TORONTO,M4P 1A9,+,,,Y,SS,ND,ND,ND,ND,ND
291784,OPTIONTRAIN INC.,178895,"OPTIONTRAIN COLLEGE OF MANAGEMENT AND TECHNOLOGY, TORONTO",TORONTO,M4P 1A9,POST GRADUATE DIPLOMA IN DATA SCIENCE AND BIG DATA,Computer and Information Technology,Other - Information Technology,Y,SS,ND,ND,ND,ND,ND
294104,2069441 ONTARIO INC.,+,+,,,+,,,Y,100.0%,92.3%,57.7%,85.2%,100.0%,ND
294104,2069441 ONTARIO INC.,181195,"YOUTH TRUCK DRIVING SCHOOL, BRAMPTON",BRAMPTON,L6S 0E7,+,,,Y,100.0%,92.3%,57.7%,85.2%,100.0%,ND
294104,2069441 ONTARIO INC.,181195,"YOUTH TRUCK DRIVING SCHOOL, BRAMPTON",BRAMPTON,L6S 0E7,COMMERCIAL TRUCK DRIVER TRAINING STANDARD (CLASS A),Tractor-Trailer / Driver Licensing,A Class Truck Driver,Y,100.0%,92.3%,57.7%,85.2%,100.0%,ND
294324,2473505 ONTARIO LIMITED,+,+,,,+,,,Y,8.2%,83.8%,64.8%,51.3%,100.0%,ND
294324,2473505 ONTARIO LIMITED,181415,"TRILLIUM COLLEGE, KINGSTON",KINGSTON,K7L 1G1,+,,,Y,7.4%,84.3%,67.1%,50.0%,100.0%,22.0%
294324,2473505 ONTARIO LIMITED,181415,"TRILLIUM COLLEGE, KINGSTON",KINGSTON,K7L 1G1,BUSINESS MANAGEMENT,Business,Business Management,Y,0.0%,SS,SS,SS,ND,ND
294324,2473505 ONTARIO LIMITED,181415,"TRILLIUM COLLEGE, KINGSTON",KINGSTON,K7L 1G1,COMMUNITY & DEVELOPMENTAL SERVICE WORKER,Community and Social Services,Community Services Worker,Y,5.3%,80.0%,40.0%,83.3%,ND,ND
294324,2473505 ONTARIO LIMITED,181415,"TRILLIUM COLLEGE, KINGSTON",KINGSTON,K7L 1G1,DENTAL ASSISTANT - LEVEL 1 & 2,Health Services,Dental Chairside Assistant,Y,0.0%,100.0%,100.0%,42.9%,ND,ND
294324,2473505 ONTARIO LIMITED,181415,"TRILLIUM COLLEGE, KINGSTON",KINGSTON,K7L 1G1,DIGITAL MARKETING SPECIALIST,Business,Marketing/Advertising,Y,ND,SS,SS,SS,ND,ND
294324,2473505 ONTARIO LIMITED,181415,"TRILLIUM COLLEGE, KINGSTON",KINGSTON,K7L 1G1,ESTHETICS & SPA OPERATIONS,Human Services,Esthetics/Medical Esthetics,Y,ND,60.0%,60.0%,40.0%,ND,ND
294324,2473505 ONTARIO LIMITED,181415,"TRILLIUM COLLEGE, KINGSTON",KINGSTON,K7L 1G1,HUMAN RESOURCE MANAGEMENT,Business,Human Resources,Y,SS,SS,SS,SS,ND,ND
294324,2473505 ONTARIO LIMITED,181415,"TRILLIUM COLLEGE, KINGSTON",KINGSTON,K7L 1G1,LAW & SECURITY,Law and Public Safety,Law Enforcement/Police Foundations,Y,0.0%,66.7%,66.7%,62.5%,ND,ND
294324,2473505 ONTARIO LIMITED,181415,"TRILLIUM COLLEGE, KINGSTON",KINGSTON,K7L 1G1,LAW CLERK (WITH PLACEMENT),Law and Public Safety,Law Clerk,Y,ND,SS,SS,SS,ND,ND
294324,2473505 ONTARIO LIMITED,181415,"TRILLIUM COLLEGE, KINGSTON",KINGSTON,K7L 1G1,LAW CLERK,Law and Public Safety,Law Clerk,Y,SS,ND,ND,ND,ND,ND
294324,2473505 ONTARIO LIMITED,181415,"TRILLIUM COLLEGE, KINGSTON",KINGSTON,K7L 1G1,MASSAGE THERAPY,Health Services,Massage Therapist,Y,13.9%,100.0%,66.7%,55.6%,ND,ND
294324,2473505 ONTARIO LIMITED,181415,"TRILLIUM COLLEGE, KINGSTON",KINGSTON,K7L 1G1,MEDICAL LAB ASSISTANT/TECHNICIAN,Health Services,Medical Laboratory Technician,Y,0.0%,80.0%,60.0%,37.5%,100.0%,ND
294324,2473505 ONTARIO LIMITED,181415,"TRILLIUM COLLEGE, KINGSTON",KINGSTON,K7L 1G1,MEDICAL OFFICE ASSISTANT,Health Services,Medical Office Administration/Management,Y,SS,100.0%,60.0%,20.0%,ND,ND
294324,2473505 ONTARIO LIMITED,181415,"TRILLIUM COLLEGE, KINGSTON",KINGSTON,K7L 1G1,PAYROLL SPECIALIST,Business,Accounting and Payroll Administration,Y,SS,SS,SS,SS,ND,ND
294324,2473505 ONTARIO LIMITED,181415,"TRILLIUM COLLEGE, KINGSTON",KINGSTON,K7L 1G1,PERSONAL SUPPORT WORKER,Health Services,Personal Support Worker/Personal Attendant,Y,ND,86.7%,86.7%,61.5%,100.0%,ND
294324,2473505 ONTARIO LIMITED,181415,"TRILLIUM COLLEGE, KINGSTON",KINGSTON,K7L 1G1,PHARMACY ASSISTANT,Health Services,Pharmacy Assistant,Y,ND,SS,SS,SS,ND,ND
294324,2473505 ONTARIO LIMITED,181415,"TRILLIUM COLLEGE, KINGSTON",KINGSTON,K7L 1G1,SUPPLY CHAIN MANAGEMENT & LOGISTICS,Business,Supply Chain Management and Logistics,Y,ND,SS,SS,SS,ND,ND
294324,2473505 ONTARIO LIMITED,181415,"TRILLIUM COLLEGE, KINGSTON",KINGSTON,K7L 1G1,VIDEO GAME DESIGNER,Applied Arts and Science,Game/Interactive Media Design,Y,ND,ND,ND,SS,ND,ND
294324,2473505 ONTARIO LIMITED,191515,"TRILLIUM COLLEGE, SUDBURY",SUDBURY,P3C 1S8,+,,,Y,10.0%,82.9%,60.0%,54.1%,100.0%,13.2%
294324,2473505 ONTARIO LIMITED,191515,"TRILLIUM COLLEGE, SUDBURY",SUDBURY,P3C 1S8,BUSINESS MANAGEMENT,Business,Business Management,Y,0.0%,SS,SS,SS,ND,ND
294324,2473505 ONTARIO LIMITED,191515,"TRILLIUM COLLEGE, SUDBURY",SUDBURY,P3C 1S8,COMMUNITY & DEVELOPMENTAL SERVICE WORKER,Community and Social Services,Community Services Worker,Y,16.7%,SS,SS,SS,100.0%,ND
294324,2473505 ONTARIO LIMITED,191515,"TRILLIUM COLLEGE, SUDBURY",SUDBURY,P3C 1S8,DIGITAL MARKETING SPECIALIST,Business,Marketing/Advertising,Y,SS,SS,SS,SS,ND,ND
294324,2473505 ONTARIO LIMITED,191515,"TRILLIUM COLLEGE, SUDBURY",SUDBURY,P3C 1S8,ESTHETICS & SPA OPERATIONS,Human Services,Esthetics/Medical Esthetics,Y,SS,SS,SS,SS,ND,ND
294324,2473505 ONTARIO LIMITED,191515,"TRILLIUM COLLEGE, SUDBURY",SUDBURY,P3C 1S8,HUMAN RESOURCE MANAGEMENT,Business,Human Resources,Y,ND,ND,ND,ND,ND,ND
294324,2473505 ONTARIO LIMITED,191515,"TRILLIUM COLLEGE, SUDBURY",SUDBURY,P3C 1S8,LAW & SECURITY,Law and Public Safety,Law Enforcement/Police Foundations,Y,SS,SS,SS,SS,ND,ND
294324,2473505 ONTARIO LIMITED,191515,"TRILLIUM COLLEGE, SUDBURY",SUDBURY,P3C 1S8,LAW CLERK (WITH PLACEMENT),Law and Public Safety,Law Clerk,Y,SS,SS,SS,SS,ND,ND
294324,2473505 ONTARIO LIMITED,191515,"TRILLIUM COLLEGE, SUDBURY",SUDBURY,P3C 1S8,MASSAGE THERAPY,Health Services,Massage Therapist,Y,12.5%,83.3%,50.0%,14.3%,ND,ND
294324,2473505 ONTARIO LIMITED,191515,"TRILLIUM COLLEGE, SUDBURY",SUDBURY,P3C 1S8,MEDICAL LAB ASSISTANT/TECHNICIAN,Health Services,Medical Laboratory Technician,Y,SS,83.3%,66.7%,33.3%,100.0%,ND
294324,2473505 ONTARIO LIMITED,191515,"TRILLIUM COLLEGE, SUDBURY",SUDBURY,P3C 1S8,MEDICAL OFFICE ASSISTANT,Health Services,Medical Office Administration/Management,Y,SS,SS,SS,SS,100.0%,ND
294324,2473505 ONTARIO LIMITED,191515,"TRILLIUM COLLEGE, SUDBURY",SUDBURY,P3C 1S8,PAYROLL SPECIALIST,Business,Accounting and Payroll Administration,Y,SS,SS,SS,SS,ND,ND
294324,2473505 ONTARIO LIMITED,191515,"TRILLIUM COLLEGE, SUDBURY",SUDBURY,P3C 1S8,PERSONAL SUPPORT WORKER,Health Services,Personal Support Worker/Personal Attendant,Y,ND,100.0%,80.0%,80.0%,ND,ND
294324,2473505 ONTARIO LIMITED,191515,"TRILLIUM COLLEGE, SUDBURY",SUDBURY,P3C 1S8,PHARMACY ASSISTANT,Health Services,Pharmacy Assistant,Y,SS,ND,ND,ND,ND,ND
294324,2473505 ONTARIO LIMITED,191515,"TRILLIUM COLLEGE, SUDBURY",SUDBURY,P3C 1S8,SUPPLY CHAIN MANAGEMENT & LOGISTICS,Business,Supply Chain Management and Logistics,Y,ND,SS,SS,SS,ND,ND
294324,2473505 ONTARIO LIMITED,191515,"TRILLIUM COLLEGE, SUDBURY",SUDBURY,P3C 1S8,VIDEO GAME DESIGNER,Applied Arts and Science,Game/Interactive Media Design,Y,ND,ND,ND,ND,ND,ND
295425,ONTARIO TRUCK & FORKLIFT DRIVING SCHOOL INC.,+,+,,,+,,,Y,100.0%,83.6%,66.4%,89.2%,66.7%,ND
295425,ONTARIO TRUCK & FORKLIFT DRIVING SCHOOL INC.,182556,"ONTARIO TRUCK & FORKLIFT DRIVING SCHOOL INC., MISSISSAUGA",MISSISSAUGA,L4T 3W4,+,,,Y,100.0%,83.8%,66.7%,90.7%,66.7%,ND
295425,ONTARIO TRUCK & FORKLIFT DRIVING SCHOOL INC.,182556,"ONTARIO TRUCK & FORKLIFT DRIVING SCHOOL INC., MISSISSAUGA",MISSISSAUGA,L4T 3W4,AZ TRACTOR-TRAILER (MELT),Tractor-Trailer / Driver Licensing,AZ Class Truck Driver,Y,100.0%,83.8%,66.7%,90.7%,66.7%,ND
295425,ONTARIO TRUCK & FORKLIFT DRIVING SCHOOL INC.,205034,"ONTARIO TRUCK & FORKLIFT DRIVING SCHOOL INC., 170 VONDRAU DRIVE, UNIT 1, CAMBRIDGE, ON, N3E 1B8",CAMBRIDGE,N3E 1B8,+,,,Y,100.0%,81.8%,63.6%,75.0%,ND,ND
295425,ONTARIO TRUCK & FORKLIFT DRIVING SCHOOL INC.,205034,"ONTARIO TRUCK & FORKLIFT DRIVING SCHOOL INC., 170 VONDRAU DRIVE, UNIT 1, CAMBRIDGE, ON, N3E 1B8",CAMBRIDGE,N3E 1B8,AZ TRACTOR-TRAILER (MELT),Tractor-Trailer / Driver Licensing,AZ Class Truck Driver,Y,100.0%,81.8%,63.6%,75.0%,ND,ND
295664,2279304 ONTARIO LIMITED,+,+,,,+,,,Y,98.7%,86.9%,67.2%,97.1%,66.7%,ND
295664,2279304 ONTARIO LIMITED,182795,"TOP TRUCK DRIVING SCHOOL, BRAMPTON",BRAMPTON,L6T 1A9,+,,,Y,98.7%,86.9%,67.2%,97.1%,66.7%,ND
295664,2279304 ONTARIO LIMITED,182795,"TOP TRUCK DRIVING SCHOOL, BRAMPTON",BRAMPTON,L6T 1A9,TRACTOR-TRAILER A (MELT),Tractor-Trailer / Driver Licensing,A Class Truck Driver,Y,98.7%,86.9%,67.2%,97.1%,66.7%,ND
295864,2574346 ONTARIO LTD.,+,+,,,+,,,Y,85.3%,70.0%,60.0%,70.0%,ND,ND
295864,2574346 ONTARIO LTD.,182995,"ELITE COLLEGE OF BUSINESS AND HEALTH CARE, MAIN ST.",MARKHAM,L3P 1X2,+,,,Y,85.3%,70.0%,60.0%,70.0%,ND,ND
295864,2574346 ONTARIO LTD.,182995,"ELITE COLLEGE OF BUSINESS AND HEALTH CARE, MAIN ST.",MARKHAM,L3P 1X2,ACCOUNTING AND BUSINESS MANAGEMENT,Business,Business Management,Y,ND,ND,ND,ND,ND,ND
295864,2574346 ONTARIO LTD.,182995,"ELITE COLLEGE OF BUSINESS AND HEALTH CARE, MAIN ST.",MARKHAM,L3P 1X2,LASER TECHNICIAN,Human Services,Esthetics/Medical Esthetics,Y,93.3%,70.0%,60.0%,70.0%,ND,ND
295864,2574346 ONTARIO LTD.,182995,"ELITE COLLEGE OF BUSINESS AND HEALTH CARE, MAIN ST.",MARKHAM,L3P 1X2,MEDICAL ESTHETICS,Human Services,Esthetics/Medical Esthetics,Y,SS,ND,ND,ND,ND,ND
296784,BRAR TRUCK TRAINING INC.,+,+,,,+,,,Y,100.0%,87.5%,75.0%,95.2%,ND,ND
296784,BRAR TRUCK TRAINING INC.,183935,"BRAR TRUCK TRAINING INC., BRAMPTON",BRAMPTON,L6T 0G3,+,,,Y,100.0%,87.5%,75.0%,95.2%,ND,ND
296784,BRAR TRUCK TRAINING INC.,183935,"BRAR TRUCK TRAINING INC., BRAMPTON",BRAMPTON,L6T 0G3,AZ TRACTOR-TRAILER (MELT),Tractor-Trailer / Driver Licensing,AZ Class Truck Driver,Y,100.0%,87.5%,75.0%,95.2%,ND,ND
296964,ELITE CANADIAN AESTHETIC & HAIR ACADEMY INC.,+,+,,,+,,,Y,ND,SS,SS,SS,100.0%,ND
296964,ELITE CANADIAN AESTHETIC & HAIR ACADEMY INC.,184115,"ELITE ROYAL INTERNATIONAL CAREER COLLEGE, SCARBOROUGH",SCARBOROUGH,M1X 0B7,+,,,Y,ND,SS,SS,SS,100.0%,ND
296964,ELITE CANADIAN AESTHETIC & HAIR ACADEMY INC.,184115,"ELITE ROYAL INTERNATIONAL CAREER COLLEGE, SCARBOROUGH",SCARBOROUGH,M1X 0B7,AESTHETICS,Human Services,Esthetics/Medical Esthetics,Y,ND,SS,SS,SS,100.0%,ND
296964,ELITE CANADIAN AESTHETIC & HAIR ACADEMY INC.,184115,"ELITE ROYAL INTERNATIONAL CAREER COLLEGE, SCARBOROUGH",SCARBOROUGH,M1X 0B7,MEDICAL AESTHETICS,Human Services,Esthetics/Medical Esthetics,Y,ND,ND,ND,SS,ND,ND
298506,SIMDEEP TRUCKLINE INC,+,+,,,+,,,Y,95.7%,72.7%,54.5%,76.9%,ND,ND
298506,SIMDEEP TRUCKLINE INC,185677,"ADVANCE TRUCK TRAINING CENTRE, MISSISSAUGA",MISSISSAUGA,L4T 1G3,+,,,Y,95.7%,72.7%,54.5%,76.9%,ND,ND
298506,SIMDEEP TRUCKLINE INC,185677,"ADVANCE TRUCK TRAINING CENTRE, MISSISSAUGA",MISSISSAUGA,L4T 1G3,COMMERCIAL TRUCK DRIVER TRAINING STANDARD (CLASS A),Tractor-Trailer / Driver Licensing,A Class Truck Driver,Y,95.7%,72.7%,54.5%,76.9%,ND,ND
298784,DEEP CAREER COLLEGE LTD.,+,+,,,+,,,Y,81.8%,84.2%,65.8%,88.1%,100.0%,ND
